order_id,order_date,delivery_date,business_id,rider_id,flour_type_id,quantity_bags,price_per_bag,total_amount,payment_method,order_status
ORD-240606,2025-10-17,2025-10-17,BIZ-1043,2,2,3,9800.0,29400.0,Cash,Pending
ORD-367382,2025-10-12,2025-10-12,BIZ-1056,4,3,9,10000.0,90000.0,Bank Transfer,Cancelled
ORD-778120,2025-10-07,2025-10-07,BIZ-1004,4,2,32,10500.0,336000.0,POS,Delivered
ORD-571635,2025-10-03,2025-10-03,BIZ-1035,4,3,26,10000.0,260000.0,POS,Cancelled
ORD-196955,2025-10-26,2025-10-26,BIZ-1006,2,4,23,10000.0,230000.0,Bank Transfer,Cancelled
ORD-969695,2025-10-17,2025-10-17,BIZ-1026,2,5,3,9800.0,29400.0,POS,Cancelled
ORD-381502,2025-10-06,2025-10-06,BIZ-1005,4,4,2,10000.0,20000.0,Cash,Pending
ORD-734356,2025-10-12,2025-10-12,BIZ-1048,2,1,23,10500.0,241500.0,POS,Delivered
ORD-176319,2025-10-19,2025-10-19,BIZ-1048,2,4,16,9800.0,156800.0,POS,Delivered
ORD-898696,2025-10-06,2025-10-06,BIZ-1061,2,2,20,9500.0,190000.0,Bank Transfer,Cancelled
ORD-804066,2025-10-18,2025-10-18,BIZ-1050,4,3,21,9500.0,199500.0,POS,Cancelled
ORD-602681,2025-10-17,2025-10-17,BIZ-1032,3,3,27,10000.0,270000.0,POS,Delivered
ORD-449138,2025-10-07,2025-10-07,BIZ-1024,4,5,21,10500.0,220500.0,POS,Delivered
ORD-116078,2025-10-10,2025-10-10,BIZ-1023,1,5,32,9500.0,304000.0,Cash,Cancelled
ORD-299254,2025-10-07,2025-10-07,BIZ-1022,2,5,22,9800.0,215600.0,Cash,Delivered
ORD-223014,2025-10-29,2025-10-29,BIZ-1049,1,5,32,9500.0,304000.0,Cash,Delivered
ORD-890973,2025-10-23,2025-10-23,BIZ-1050,1,4,20,10500.0,210000.0,POS,Cancelled
ORD-354377,2025-10-15,2025-10-15,BIZ-1026,2,4,7,10000.0,70000.0,POS,Cancelled
ORD-837954,2025-10-21,2025-10-21,BIZ-1051,1,5,31,10500.0,325500.0,Bank Transfer,Cancelled
ORD-350956,2025-10-07,2025-10-07,BIZ-1036,4,5,20,10000.0,200000.0,Bank Transfer,Pending
ORD-913185,2025-10-17,2025-10-17,BIZ-1048,4,2,26,10000.0,260000.0,Bank Transfer,Cancelled
ORD-588899,2025-10-09,2025-10-09,BIZ-1028,4,2,34,9800.0,333200.0,POS,Cancelled
ORD-476710,2025-10-17,2025-10-17,BIZ-1007,4,4,30,10000.0,300000.0,POS,Delivered
ORD-477114,2025-10-10,2025-10-10,BIZ-1028,1,2,24,10500.0,252000.0,Bank Transfer,Cancelled
ORD-621433,2025-10-16,2025-10-16,BIZ-1030,4,5,20,10500.0,210000.0,Bank Transfer,Cancelled
ORD-941814,2025-10-14,2025-10-14,BIZ-1011,2,5,14,10500.0,147000.0,POS,Delivered
ORD-592296,2025-10-30,2025-10-30,BIZ-1014,4,2,17,9800.0,166600.0,Bank Transfer,Delivered
ORD-435788,2025-10-23,2025-10-23,BIZ-1057,1,5,13,9500.0,123500.0,Cash,Pending
ORD-488712,2025-10-28,2025-10-28,BIZ-1024,4,4,36,10500.0,378000.0,Bank Transfer,Delivered
ORD-147936,2025-10-10,2025-10-10,BIZ-1003,3,5,18,9800.0,176400.0,Cash,Cancelled
ORD-332022,2025-10-17,2025-10-17,BIZ-1049,3,3,36,9800.0,352800.0,Bank Transfer,Delivered
ORD-117007,2025-10-23,2025-10-23,BIZ-1031,2,4,6,10000.0,60000.0,Cash,Pending
ORD-712401,2025-10-08,2025-10-08,BIZ-1022,1,2,6,10500.0,63000.0,Bank Transfer,Cancelled
ORD-537862,2025-10-18,2025-10-18,BIZ-1025,2,3,33,9500.0,313500.0,Bank Transfer,Delivered
ORD-305721,2025-10-09,2025-10-09,BIZ-1013,2,5,39,9500.0,370500.0,POS,Cancelled
ORD-498290,2025-10-10,2025-10-10,BIZ-1052,4,2,25,9800.0,245000.0,Bank Transfer,Delivered
ORD-357666,2025-10-18,2025-10-18,BIZ-1006,2,3,12,9800.0,117600.0,Cash,Pending
ORD-786406,2025-10-15,2025-10-15,BIZ-1057,4,5,38,9500.0,361000.0,POS,Delivered
ORD-453961,2025-10-29,2025-10-29,BIZ-1026,4,2,21,10500.0,220500.0,Cash,Delivered
ORD-961501,2025-10-08,2025-10-08,BIZ-1023,2,5,24,10500.0,252000.0,Bank Transfer,Cancelled
ORD-858705,2025-10-15,2025-10-15,BIZ-1036,3,2,39,9500.0,370500.0,Cash,Cancelled
ORD-614426,2025-10-20,2025-10-20,BIZ-1028,2,4,25,10000.0,250000.0,POS,Delivered
ORD-868367,2025-10-14,2025-10-14,BIZ-1029,3,3,29,10500.0,304500.0,Cash,Pending
ORD-277487,2025-10-24,2025-10-24,BIZ-1056,2,2,6,9800.0,58800.0,Bank Transfer,Pending
ORD-673095,2025-10-05,2025-10-05,BIZ-1020,3,5,21,10500.0,220500.0,Bank Transfer,Pending
ORD-668471,2025-10-15,2025-10-15,BIZ-1003,2,3,31,10500.0,325500.0,Bank Transfer,Delivered
ORD-161585,2025-10-30,2025-10-30,BIZ-1047,2,3,17,9500.0,161500.0,POS,Cancelled
ORD-979827,2025-10-16,2025-10-16,BIZ-1016,4,1,36,10000.0,360000.0,Bank Transfer,Cancelled
ORD-957730,2025-10-26,2025-10-26,BIZ-1008,1,4,12,10500.0,126000.0,Cash,Delivered
ORD-901467,2025-10-21,2025-10-21,BIZ-1024,3,4,20,10000.0,200000.0,Bank Transfer,Delivered
ORD-244170,2025-10-01,2025-10-01,BIZ-1042,4,5,34,9800.0,333200.0,Cash,Pending
ORD-342675,2025-10-26,2025-10-26,BIZ-1013,1,5,9,10000.0,90000.0,Cash,Delivered
ORD-258366,2025-10-03,2025-10-03,BIZ-1021,2,2,6,10500.0,63000.0,Cash,Pending
ORD-630299,2025-10-01,2025-10-01,BIZ-1039,3,4,37,9800.0,362600.0,POS,Cancelled
ORD-163386,2025-10-14,2025-10-14,BIZ-1016,3,3,40,9800.0,392000.0,Bank Transfer,Pending
ORD-799143,2025-10-19,2025-10-19,BIZ-1019,4,3,11,9500.0,104500.0,POS,Pending
ORD-606676,2025-10-29,2025-10-29,BIZ-1025,2,2,10,9500.0,95000.0,POS,Delivered
ORD-116495,2025-10-20,2025-10-20,BIZ-1047,4,3,1,10500.0,10500.0,Bank Transfer,Delivered
ORD-678440,2025-10-01,2025-10-01,BIZ-1052,2,5,14,9800.0,137200.0,POS,Pending
ORD-117538,2025-10-13,2025-10-13,BIZ-1011,4,1,25,9800.0,245000.0,POS,Delivered
ORD-388086,2025-10-16,2025-10-16,BIZ-1020,4,2,19,9800.0,186200.0,Cash,Delivered
ORD-400614,2025-10-17,2025-10-17,BIZ-1037,2,2,2,10000.0,20000.0,POS,Pending
ORD-952657,2025-10-01,2025-10-01,BIZ-1010,4,4,16,10000.0,160000.0,Bank Transfer,Pending
ORD-551488,2025-10-21,2025-10-21,BIZ-1008,4,1,9,10000.0,90000.0,POS,Pending
ORD-287974,2025-10-25,2025-10-25,BIZ-1035,3,4,28,10000.0,280000.0,POS,Delivered
ORD-200992,2025-10-04,2025-10-04,BIZ-1034,1,3,4,10000.0,40000.0,Cash,Cancelled
ORD-352674,2025-10-16,2025-10-16,BIZ-1020,3,5,39,9500.0,370500.0,POS,Cancelled
ORD-652029,2025-10-06,2025-10-06,BIZ-1015,4,5,25,10000.0,250000.0,Bank Transfer,Cancelled
ORD-471658,2025-10-08,2025-10-08,BIZ-1061,2,2,3,9800.0,29400.0,POS,Pending
ORD-516176,2025-10-09,2025-10-09,BIZ-1033,1,4,22,10500.0,231000.0,Cash,Cancelled
ORD-525750,2025-10-03,2025-10-03,BIZ-1004,1,5,34,10500.0,357000.0,Bank Transfer,Pending
ORD-355021,2025-10-14,2025-10-14,BIZ-1025,4,5,3,9800.0,29400.0,POS,Pending
ORD-336828,2025-10-30,2025-10-30,BIZ-1002,2,5,28,10000.0,280000.0,POS,Pending
ORD-968286,2025-10-09,2025-10-09,BIZ-1041,2,3,28,9800.0,274400.0,Bank Transfer,Cancelled
ORD-785491,2025-10-26,2025-10-26,BIZ-1025,1,2,29,9500.0,275500.0,Bank Transfer,Delivered
ORD-781463,2025-10-30,2025-10-30,BIZ-1031,4,5,12,9500.0,114000.0,Bank Transfer,Cancelled
ORD-198042,2025-10-23,2025-10-23,BIZ-1011,3,3,30,10500.0,315000.0,Bank Transfer,Pending
ORD-495490,2025-10-13,2025-10-13,BIZ-1035,4,3,23,10500.0,241500.0,Bank Transfer,Cancelled
ORD-158840,2025-10-17,2025-10-17,BIZ-1057,2,4,10,9500.0,95000.0,Bank Transfer,Pending
ORD-836986,2025-10-20,2025-10-20,BIZ-1007,2,2,12,9800.0,117600.0,POS,Delivered
ORD-624139,2025-10-06,2025-10-06,BIZ-1036,4,4,34,9800.0,333200.0,Bank Transfer,Pending
ORD-776234,2025-10-26,2025-10-26,BIZ-1054,3,5,7,10000.0,70000.0,POS,Cancelled
ORD-693343,2025-10-24,2025-10-24,BIZ-1043,2,4,8,10500.0,84000.0,Cash,Delivered
ORD-199994,2025-10-30,2025-10-30,BIZ-1023,4,3,2,9500.0,19000.0,Cash,Cancelled
ORD-144618,2025-10-27,2025-10-27,BIZ-1044,2,4,18,9500.0,171000.0,POS,Cancelled
ORD-825916,2025-10-07,2025-10-07,BIZ-1006,1,2,29,10000.0,290000.0,Bank Transfer,Cancelled
ORD-598598,2025-10-27,2025-10-27,BIZ-1015,3,4,19,10000.0,190000.0,POS,Cancelled
ORD-177959,2025-10-09,2025-10-09,BIZ-1018,4,5,25,9500.0,237500.0,Bank Transfer,Delivered
ORD-393992,2025-10-21,2025-10-21,BIZ-1039,3,2,26,9500.0,247000.0,Bank Transfer,Pending
ORD-690882,2025-10-27,2025-10-27,BIZ-1012,1,4,26,10000.0,260000.0,Cash,Pending
ORD-288066,2025-10-20,2025-10-20,BIZ-1039,1,5,28,10000.0,280000.0,POS,Delivered
ORD-429761,2025-10-28,2025-10-28,BIZ-1059,4,3,24,9800.0,235200.0,Cash,Pending
ORD-317221,2025-10-01,2025-10-01,BIZ-1024,3,3,18,10500.0,189000.0,Cash,Cancelled
ORD-888795,2025-10-18,2025-10-18,BIZ-1005,4,4,12,10500.0,126000.0,Bank Transfer,Cancelled
ORD-960778,2025-10-25,2025-10-25,BIZ-1057,1,2,22,10500.0,231000.0,Cash,Cancelled
ORD-180674,2025-10-12,2025-10-12,BIZ-1051,2,3,34,9500.0,323000.0,Cash,Delivered
ORD-691353,2025-10-09,2025-10-09,BIZ-1033,1,2,31,10000.0,310000.0,POS,Pending
ORD-975194,2025-10-08,2025-10-08,BIZ-1043,2,4,16,10500.0,168000.0,POS,Delivered
ORD-809922,2025-10-26,2025-10-26,BIZ-1020,4,3,3,9500.0,28500.0,Bank Transfer,Pending
ORD-447843,2025-10-27,2025-10-27,BIZ-1040,2,5,37,10000.0,370000.0,POS,Delivered
ORD-875679,2025-10-12,2025-10-12,BIZ-1010,3,3,33,9500.0,313500.0,Bank Transfer,Delivered
ORD-822794,2025-10-05,2025-10-05,BIZ-1024,3,3,26,9500.0,247000.0,POS,Pending
ORD-625119,2025-10-22,2025-10-22,BIZ-1014,4,5,21,10500.0,220500.0,Cash,Delivered
ORD-462659,2025-10-23,2025-10-23,BIZ-1004,3,5,14,9800.0,137200.0,POS,Delivered
ORD-558320,2025-10-02,2025-10-02,BIZ-1030,3,3,28,9500.0,266000.0,Bank Transfer,Delivered
ORD-179710,2025-10-07,2025-10-07,BIZ-1045,4,3,11,10500.0,115500.0,POS,Cancelled
ORD-906360,2025-10-11,2025-10-11,BIZ-1042,2,5,39,10500.0,409500.0,POS,Cancelled
ORD-724540,2025-10-19,2025-10-19,BIZ-1021,3,2,26,10000.0,260000.0,Bank Transfer,Delivered
ORD-911131,2025-10-12,2025-10-12,BIZ-1010,3,2,13,9500.0,123500.0,Bank Transfer,Delivered
ORD-764926,2025-10-10,2025-10-10,BIZ-1044,1,3,31,9800.0,303800.0,POS,Cancelled
ORD-572436,2025-10-09,2025-10-09,BIZ-1018,2,3,13,9500.0,123500.0,Bank Transfer,Pending
ORD-473095,2025-10-15,2025-10-15,BIZ-1041,3,2,28,10000.0,266000.0,Bank Transfer,Cancelled
ORD-493663,2025-10-17,2025-10-17,BIZ-1054,4,4,29,10500.0,304500.0,Cash,Cancelled
ORD-812711,2025-10-13,2025-10-13,BIZ-1051,2,3,16,9800.0,156800.0,Bank Transfer,Pending
ORD-498535,2025-10-18,2025-10-18,BIZ-1026,4,3,1,9500.0,9500.0,Cash,Cancelled
ORD-748665,2025-10-03,2025-10-03,BIZ-1057,3,3,38,10000.0,380000.0,Cash,Pending
ORD-358421,2025-10-09,2025-10-09,BIZ-1040,1,4,33,10500.0,346500.0,POS,Delivered
ORD-186023,2025-10-22,2025-10-22,BIZ-1001,3,5,28,10000.0,280000.0,POS,Pending
ORD-498458,2025-10-09,2025-10-09,BIZ-1059,4,5,31,9500.0,294500.0,Cash,Cancelled
ORD-764693,2025-10-22,2025-10-22,BIZ-1019,1,5,28,9500.0,266000.0,POS,Delivered
ORD-508548,2025-10-05,2025-10-05,BIZ-1052,4,2,31,10000.0,310000.0,POS,Delivered
ORD-211726,2025-10-10,2025-10-10,BIZ-1028,4,2,38,10000.0,380000.0,Cash,Cancelled
ORD-423241,2025-10-03,2025-10-03,BIZ-1051,2,3,25,10500.0,262500.0,Bank Transfer,Cancelled
ORD-898329,2025-10-14,2025-10-14,BIZ-1056,3,3,14,10000.0,140000.0,Bank Transfer,Delivered
ORD-238943,2025-10-09,2025-10-09,BIZ-1029,4,1,13,9800.0,127400.0,Cash,Pending
ORD-551914,2025-10-03,2025-10-03,BIZ-1056,1,4,20,9800.0,196000.0,Bank Transfer,Pending
ORD-681687,2025-10-14,2025-10-14,BIZ-1023,1,2,17,10000.0,170000.0,POS,Delivered
ORD-208310,2025-10-16,2025-10-16,BIZ-1051,4,4,5,10000.0,50000.0,POS,Delivered
ORD-471106,2025-10-01,2025-10-01,BIZ-1053,4,5,8,9800.0,78400.0,Cash,Pending
ORD-725920,2025-10-17,2025-10-17,BIZ-1059,1,4,3,10000.0,30000.0,POS,Delivered
ORD-440189,2025-10-18,2025-10-18,BIZ-1018,3,4,29,10500.0,304500.0,POS,Cancelled
ORD-112940,2025-10-26,2025-10-26,BIZ-1060,3,2,7,9500.0,66500.0,POS,Delivered
ORD-506637,2025-10-09,2025-10-09,BIZ-1050,1,5,14,10000.0,140000.0,POS,Pending
ORD-860053,2025-10-24,2025-10-24,BIZ-1014,3,2,33,10500.0,346500.0,POS,Pending
ORD-354533,2025-10-28,2025-10-28,BIZ-1022,3,2,22,9800.0,215600.0,Cash,Pending
ORD-277820,2025-10-18,2025-10-18,BIZ-1035,4,5,1,9800.0,9800.0,Cash,Cancelled
ORD-277735,2025-10-21,2025-10-21,BIZ-1058,2,5,11,9500.0,104500.0,POS,Pending
ORD-415759,2025-10-05,2025-10-05,BIZ-1023,1,3,24,9800.0,235200.0,Bank Transfer,Delivered
ORD-253023,2025-10-09,2025-10-09,BIZ-1021,4,3,28,10500.0,294000.0,POS,Cancelled
ORD-555791,2025-10-02,2025-10-02,BIZ-1055,4,2,24,9500.0,228000.0,Bank Transfer,Cancelled
ORD-414313,2025-10-09,2025-10-09,BIZ-1002,3,5,34,9500.0,323000.0,Cash,Pending
ORD-180657,2025-10-15,2025-10-15,BIZ-1047,3,3,11,10500.0,115500.0,Bank Transfer,Cancelled
ORD-358568,2025-10-11,2025-10-11,BIZ-1021,2,1,10,9500.0,95000.0,Cash,Cancelled
ORD-619886,2025-10-22,2025-10-22,BIZ-1055,2,5,36,10000.0,360000.0,Bank Transfer,Pending
ORD-305047,2025-10-18,2025-10-18,BIZ-1024,4,3,34,9800.0,333200.0,POS,Delivered
ORD-242071,2025-10-14,2025-10-14,BIZ-1029,2,3,35,10000.0,367500.0,Bank Transfer,Pending
ORD-514913,2025-10-10,2025-10-10,BIZ-1030,2,3,6,9500.0,57000.0,POS,Cancelled
ORD-750318,2025-10-10,2025-10-10,BIZ-1023,1,4,9,10000.0,90000.0,POS,Cancelled
ORD-445549,2025-10-12,2025-10-12,BIZ-1015,1,4,20,10000.0,200000.0,Bank Transfer,Cancelled
ORD-551533,2025-10-14,2025-10-14,BIZ-1013,1,5,38,10000.0,380000.0,POS,Pending
ORD-782661,2025-10-25,2025-10-25,BIZ-1017,3,5,33,9500.0,313500.0,Cash,Cancelled
ORD-242736,2025-10-30,2025-10-30,BIZ-1033,3,4,33,10000.0,330000.0,POS,Delivered
ORD-732512,2025-10-10,2025-10-10,BIZ-1027,3,3,29,10000.0,290000.0,Cash,Delivered
ORD-310608,2025-10-29,2025-10-29,BIZ-1004,2,1,38,9800.0,372400.0,Cash,Cancelled
ORD-286266,2025-10-15,2025-10-15,BIZ-1027,4,2,37,9800.0,362600.0,Bank Transfer,Pending
ORD-434640,2025-10-29,2025-10-29,BIZ-1033,2,3,34,9800.0,333200.0,Bank Transfer,Delivered
ORD-828716,2025-10-09,2025-10-09,BIZ-1040,3,4,28,10500.0,294000.0,Bank Transfer,Pending
ORD-703853,2025-10-19,2025-10-19,BIZ-1047,1,3,9,10500.0,94500.0,Bank Transfer,Pending
ORD-441716,2025-10-24,2025-10-24,BIZ-1028,4,5,34,10500.0,357000.0,POS,Pending
ORD-956156,2025-10-12,2025-10-12,BIZ-1007,4,3,28,10500.0,294000.0,Bank Transfer,Delivered
ORD-482746,2025-10-24,2025-10-24,BIZ-1059,4,3,33,9800.0,323400.0,Bank Transfer,Cancelled
ORD-691240,2025-10-04,2025-10-04,BIZ-1059,1,3,33,9500.0,313500.0,Cash,Delivered
ORD-672133,2025-10-06,2025-10-06,BIZ-1031,3,3,11,10000.0,110000.0,Bank Transfer,Delivered
ORD-904905,2025-10-06,2025-10-06,BIZ-1051,3,2,24,10000.0,240000.0,Bank Transfer,Pending
ORD-862538,2025-10-17,2025-10-17,BIZ-1013,2,5,20,10000.0,200000.0,Cash,Delivered
ORD-842776,2025-10-14,2025-10-14,BIZ-1003,4,4,10,9800.0,98000.0,Cash,Pending
ORD-936433,2025-10-07,2025-10-07,BIZ-1012,4,4,14,9800.0,137200.0,Bank Transfer,Cancelled
ORD-826490,2025-10-09,2025-10-09,BIZ-1060,3,3,23,9500.0,218500.0,Cash,Cancelled
ORD-988970,2025-10-03,2025-10-03,BIZ-1059,2,3,20,10500.0,210000.0,Cash,Cancelled
ORD-529016,2025-10-24,2025-10-24,BIZ-1023,1,3,39,10000.0,382200.0,Cash,Cancelled
ORD-245939,2025-10-21,2025-10-21,BIZ-1014,2,4,29,9800.0,284200.0,POS,Cancelled
ORD-353777,2025-10-20,2025-10-20,BIZ-1013,4,2,40,10500.0,420000.0,Cash,Pending
ORD-261630,2025-10-08,2025-10-08,BIZ-1051,4,5,35,9500.0,332500.0,POS,Delivered
ORD-927406,2025-10-22,2025-10-22,BIZ-1042,2,4,11,9500.0,104500.0,POS,Cancelled
ORD-570880,2025-10-12,2025-10-12,BIZ-1044,3,1,6,9800.0,58800.0,Cash,Cancelled
ORD-602514,2025-10-30,2025-10-30,BIZ-1031,1,4,2,9500.0,19000.0,Cash,Delivered
ORD-660324,2025-10-18,2025-10-18,BIZ-1014,3,5,16,10500.0,168000.0,Cash,Cancelled
ORD-825309,2025-10-16,2025-10-16,BIZ-1031,3,5,3,10500.0,31500.0,Cash,Delivered
ORD-138551,2025-10-13,2025-10-13,BIZ-1059,2,3,27,9500.0,256500.0,Cash,Delivered
ORD-476993,2025-10-24,2025-10-24,BIZ-1007,1,5,8,9500.0,76000.0,Bank Transfer,Delivered
ORD-951755,2025-10-22,2025-10-22,BIZ-1040,1,5,17,9500.0,161500.0,Cash,Cancelled
ORD-769180,2025-10-17,2025-10-17,BIZ-1008,2,2,11,9500.0,104500.0,Bank Transfer,Cancelled
ORD-214682,2025-10-28,2025-10-28,BIZ-1050,4,4,4,10000.0,40000.0,Cash,Delivered
ORD-789545,2025-10-24,2025-10-24,BIZ-1058,2,3,27,10000.0,270000.0,Bank Transfer,Delivered
ORD-274418,2025-10-20,2025-10-20,BIZ-1037,1,3,13,9800.0,127400.0,POS,Cancelled
ORD-146448,2025-10-20,2025-10-20,BIZ-1035,2,4,25,10000.0,237500.0,Cash,Pending
ORD-776364,2025-10-17,2025-10-17,BIZ-1059,3,3,36,10500.0,378000.0,Bank Transfer,Pending
ORD-519029,2025-10-21,2025-10-21,BIZ-1047,2,4,15,9500.0,142500.0,Bank Transfer,Cancelled
ORD-447704,2025-10-30,2025-10-30,BIZ-1035,4,3,9,10000.0,90000.0,Bank Transfer,Cancelled
ORD-551365,2025-10-29,2025-10-29,BIZ-1014,1,5,33,9800.0,323400.0,POS,Delivered
ORD-203396,2025-10-04,2025-10-04,BIZ-1043,4,4,16,10500.0,168000.0,Bank Transfer,Pending
ORD-635482,2025-10-08,2025-10-08,BIZ-1000,1,4,40,10000.0,400000.0,Bank Transfer,Pending
ORD-685098,2025-10-23,2025-10-23,BIZ-1028,4,1,18,10000.0,180000.0,POS,Delivered
ORD-703178,2025-10-18,2025-10-18,BIZ-1041,3,2,38,10000.0,380000.0,POS,Cancelled
ORD-492292,2025-10-07,2025-10-07,BIZ-1019,2,4,37,9500.0,351500.0,Cash,Cancelled
ORD-909859,2025-10-12,2025-10-12,BIZ-1036,2,3,8,9800.0,78400.0,Bank Transfer,Cancelled
ORD-823975,2025-10-21,2025-10-21,BIZ-1030,2,5,33,10000.0,330000.0,POS,Pending
ORD-461724,2025-10-16,2025-10-16,BIZ-1025,2,5,18,9800.0,176400.0,Bank Transfer,Pending
ORD-606222,2025-10-30,2025-10-30,BIZ-1041,3,2,39,10000.0,390000.0,POS,Delivered
ORD-536181,2025-10-04,2025-10-04,BIZ-1008,3,4,39,10500.0,409500.0,POS,Delivered
ORD-190025,2025-10-28,2025-10-28,BIZ-1027,4,4,27,10500.0,283500.0,POS,Cancelled
ORD-865618,2025-10-04,2025-10-04,BIZ-1036,4,4,5,9500.0,47500.0,Cash,Pending
ORD-427040,2025-10-05,2025-10-05,BIZ-1039,4,2,39,10000.0,390000.0,POS,Delivered
ORD-922366,2025-10-11,2025-10-11,BIZ-1004,2,2,8,10500.0,84000.0,Cash,Delivered
ORD-606384,2025-10-07,2025-10-07,BIZ-1037,2,5,15,10000.0,142500.0,Bank Transfer,Delivered
ORD-202365,2025-10-11,2025-10-11,BIZ-1058,1,2,40,10000.0,400000.0,Cash,Pending
ORD-830609,2025-10-14,2025-10-14,BIZ-1010,4,2,3,10000.0,30000.0,Bank Transfer,Delivered
ORD-170437,2025-10-14,2025-10-14,BIZ-1040,2,3,26,9500.0,247000.0,Bank Transfer,Cancelled
ORD-949541,2025-10-10,2025-10-10,BIZ-1059,3,2,13,9800.0,127400.0,POS,Delivered
ORD-123682,2025-10-22,2025-10-22,BIZ-1047,1,5,9,10000.0,90000.0,Bank Transfer,Cancelled
ORD-779445,2025-10-26,2025-10-26,BIZ-1015,4,4,2,10000.0,20000.0,Cash,Cancelled
ORD-938913,2025-10-04,2025-10-04,BIZ-1004,4,3,4,10000.0,40000.0,Cash,Delivered
ORD-876459,2025-10-05,2025-10-05,BIZ-1054,4,5,34,10500.0,357000.0,POS,Delivered
ORD-282927,2025-10-08,2025-10-08,BIZ-1030,2,3,15,9500.0,142500.0,POS,Pending
ORD-447067,2025-10-17,2025-10-17,BIZ-1032,4,2,21,9500.0,199500.0,Cash,Delivered
ORD-584498,2025-10-17,2025-10-17,BIZ-1001,1,3,37,9500.0,351500.0,Bank Transfer,Delivered
ORD-524723,2025-10-07,2025-10-07,BIZ-1007,2,5,13,9800.0,127400.0,Bank Transfer,Cancelled
ORD-295440,2025-10-19,2025-10-19,BIZ-1024,4,3,7,9500.0,66500.0,Bank Transfer,Cancelled
ORD-553125,2025-10-20,2025-10-20,BIZ-1004,1,1,22,10000.0,220000.0,Cash,Delivered
ORD-873207,2025-10-12,2025-10-12,BIZ-1021,2,2,22,9500.0,209000.0,Bank Transfer,Cancelled
ORD-306909,2025-10-19,2025-10-19,BIZ-1037,3,3,40,10500.0,420000.0,POS,Delivered
ORD-550418,2025-10-14,2025-10-14,BIZ-1018,3,3,6,9500.0,57000.0,Cash,Cancelled
ORD-838968,2025-10-12,2025-10-12,BIZ-1042,3,3,5,9800.0,49000.0,Bank Transfer,Pending
ORD-391865,2025-10-07,2025-10-07,BIZ-1013,3,4,40,10500.0,420000.0,POS,Delivered
ORD-948014,2025-10-23,2025-10-23,BIZ-1015,2,3,36,9500.0,342000.0,Cash,Delivered
ORD-705393,2025-10-24,2025-10-24,BIZ-1051,1,4,40,10500.0,420000.0,Cash,Pending
ORD-662968,2025-10-04,2025-10-04,BIZ-1013,3,5,30,10500.0,315000.0,POS,Cancelled
ORD-441819,2025-10-06,2025-10-06,BIZ-1018,2,2,2,10500.0,21000.0,Bank Transfer,Delivered
ORD-219490,2025-10-06,2025-10-06,BIZ-1040,1,2,1,9500.0,9500.0,POS,Cancelled
ORD-613261,2025-10-08,2025-10-08,BIZ-1037,4,3,17,10000.0,170000.0,POS,Cancelled
ORD-770153,2025-10-16,2025-10-16,BIZ-1012,1,2,29,9800.0,284200.0,Bank Transfer,Delivered
ORD-507517,2025-10-10,2025-10-10,BIZ-1013,4,5,9,10000.0,90000.0,Cash,Cancelled
ORD-715519,2025-10-19,2025-10-19,BIZ-1044,1,3,35,9800.0,343000.0,Cash,Cancelled
ORD-469082,2025-10-04,2025-10-04,BIZ-1053,2,4,22,10000.0,220000.0,POS,Cancelled
ORD-747351,2025-10-26,2025-10-26,BIZ-1025,1,4,10,9500.0,95000.0,Cash,Pending
ORD-806309,2025-10-06,2025-10-06,BIZ-1046,1,4,13,9800.0,127400.0,Cash,Delivered
ORD-411893,2025-10-22,2025-10-22,BIZ-1045,2,5,31,10500.0,325500.0,POS,Pending
ORD-718836,2025-10-28,2025-10-28,BIZ-1046,1,4,27,10000.0,270000.0,Cash,Delivered
ORD-240454,2025-10-03,2025-10-03,BIZ-1030,3,2,32,9800.0,313600.0,POS,Delivered
ORD-350161,2025-10-10,2025-10-10,BIZ-1049,1,3,30,9800.0,294000.0,POS,Pending
ORD-291936,2025-10-10,2025-10-10,BIZ-1033,4,2,25,9800.0,245000.0,Bank Transfer,Pending
ORD-248225,2025-10-12,2025-10-12,BIZ-1048,2,4,1,9500.0,9500.0,POS,Delivered
ORD-538555,2025-10-16,2025-10-16,BIZ-1016,4,2,10,10000.0,100000.0,POS,Cancelled
ORD-702727,2025-10-18,2025-10-18,BIZ-1012,3,1,24,9500.0,228000.0,Bank Transfer,Pending
ORD-294776,2025-10-12,2025-10-12,BIZ-1003,2,2,12,9800.0,117600.0,Cash,Cancelled
ORD-663483,2025-10-15,2025-10-15,BIZ-1040,1,4,16,9800.0,156800.0,Bank Transfer,Pending
ORD-776604,2025-10-21,2025-10-21,BIZ-1044,1,3,7,9500.0,66500.0,POS,Delivered
ORD-281649,2025-10-28,2025-10-28,BIZ-1053,2,3,22,9800.0,215600.0,Bank Transfer,Pending
ORD-613426,2025-10-17,2025-10-17,BIZ-1039,4,4,24,9800.0,235200.0,Bank Transfer,Delivered
ORD-296187,2025-10-09,2025-10-09,BIZ-1047,1,3,9,10000.0,88200.0,POS,Pending
ORD-572908,2025-10-10,2025-10-10,BIZ-1025,1,4,21,10500.0,220500.0,POS,Cancelled
ORD-476479,2025-10-19,2025-10-19,BIZ-1003,1,5,13,10000.0,130000.0,Bank Transfer,Delivered
